"name","crc","md5","sha1"
"Shin Megami Tensei Devil Children - Hikari no Sho (Japan).gba","5D7EE5AF","F69CED586DC3DFB4705B69F42ADE2B06","9B32F90AE40C33AE3405928DF9AAFC86248DC90B"
"Shin Megami Tensei Devil Children - Honoo no Sho (Japan).gba","9A0903BC","6207CB2C18A77CC408C6E42CC7F0CF10","8C29D6921E7DB8B0E71094D32E32066AC13C500D"
"Shin Megami Tensei Devil Children - Koori no Sho (Japan).gba","AD80D5F9","625D77A12509CD5635E357D89AADFA02","8470A93BDED96270D1403BB485F32C42EDF1462A"
"Shin Megami Tensei Devil Children - Messiah Riser (Japan).gba","0EC98C51","2761B40BD27082BD75B752B47CAFACEC","9387947BAA410C748EC5FAB1CE9A07AE8047E398"
"Shin Megami Tensei Devil Children - Puzzle de Call! (Japan).gba","EA8A185A","1C04FF63C5D5B1A1EB62C1DCA639E87F","E70FC457B56C8E27AB63E491706B88232F598452"
"Shin Megami Tensei Devil Children - Yami no Sho (Japan).gba","E0E153B7","8A8DC5DC9BC9A49D35BA263E1BA9F4A7","236FD0E7C14F5D6DB7FA2083766324341B9E5B39"
"Shin Megami Tensei II (Japan).gba","AF40CC99","57AF4CA36D8036A483AE0D98C27BF544","8A4A52EB5538D52762337CA045E5C85E00F19FF0"
"Shin Nihon Pro Wrestling - Toukon Retsuden Advance (Japan).gba","9F0B8B79","998875B640543E2E9207101B18A5F517","8C7D119F4E9AC6DAB2C308D1DFAD5EABB0837014"
"Shin Sangoku Musou Advance (Japan).gba","FE1BE6C1","B4DA8D96A5701F91EF8934EE84B8358F","677CD51C1ECDDE73A6F40EC2CD30D35C77DB459A"
"Shingata Medarot - Kabuto Version (Japan).gba","54AF534D","7AB12DB7382122998AAF2756DCBAC498","C14E7612698342CCD495E4AEF764D4083C5A4765"
"Shingata Medarot - Kuwagata Version (Japan).gba","0FD35628","D1415B84B039A978BDB920F917959779","573E980DFFDEE50D53B6F2A79D1DB2D650731558"
"Shining Force - Kuroki Ryuu no Fukkatsu (Japan).gba","4A643CC4","F053F23D0FB4AE82952C6A0E84048FC3","4A5A91F3FB99B4012A7FABEA3585F38EDEF6B8A6"
"Shining Force - Resurrection of the Dark Dragon (Europe) (En,Fr,De,Es,It).gba","07B06994","17A986AF456ED994F556F23C330666A8","CBE41FBE05E3212C301487A87F6A654C2814196E"
"Shining Force - Resurrection of the Dark Dragon (USA).gba","563AA3A0","6A1B056D8A006E069466C08C69DE56C0","1BBDA9142806265CC42645DF433EDE5D8DB46E3E"
"Shining Soul (Japan).gba","521450D1","0CB9989BEB289F843CDB69BB0BD8C8BE","5FE69468DC1ECD9FB40F0AB3CA361963006DBB02"
"Shining Soul (Europe) (En,Fr,De,Es,It).gba","74B5D069","5931B0B58D9DA9B9AA1F82D28643E2F2","6E80A65CCA65236E405940C880B144D77F3F4F08"
"Shining Soul (USA).gba","E95BBA0C","D9B338EFE2C15F9493CA0B28714A679B","14723EAD8634959B4FAD027D9618C0860B82EA67"
"Shining Soul II (Japan).gba","7B39A7B2","3BAE05647BBEE8565E3993FADE2CA5BA","19856388CAF5140F7527728BD09E20BCB8924EEB"
"Shining Soul II (Europe) (En,Fr,De,Es,It).gba","55E503C1","49AA688745111AAA51076A345F8F18C3","AA1288BE9257337ABDFE3034898CF6C7AA778FBC"
"Shining Soul II (USA).gba","4038E282","F4A655E23638E79EACF44A456FAEE6A4","541469B319A72EF4BC262483745526AC3EDDD925"
"Shinyaku Seiken Densetsu (Japan).gba","31B220E5","B697E95BB90B9DC670CA4872C72BD36C","2970BD5CC070C989B6C0D486263366EE718E7AEA"
"Shiren Monsters Netsal (Japan).gba","C1F2B5EC","F238CF012FEC263050F77BB01460404E","D0E522435E453CA33018B6B9D19778873F67B695"
"Shrek - Hassle at the Castle (USA) (En,Fr,De,Es,It,Nl).gba","09E7472C","F986D79271E685679F0B5ECB673E9DEA","AFEB14671FAD093FEC0B3AB0E95E01A01DE9F4D8"
"Shrek - Hassle at the Castle (Europe) (En,Fr,De,Es,It,Nl).gba","CD8E4F85","0AF58674E0FEF09CA529A0A27AECF17A","BE08132BC94FF89BE2BE3B60F9DF6C4AC48ED2B2"
"Shrek - Reekin' Havoc (USA) (En,Fr,De,Es,It,Nl).gba","63F49BA9","05D2D50F8AAC9D4D6E1889432E197167","AF0BC8338E49BE78CE6E85B59D1DDFCA8A10F290"
"Shrek - Reekin' Havoc (Europe) (En,Fr,De,Es,It,Nl).gba","1E4D4813","57709C330EDF8FE50CC52CE5FBFEB2F6","D044C5C52D52BBAA940AD4622E77EFF075512D2E"
"Shrek - Smash n' Crash Racing (USA).gba","EA8AE3B2","B13292B1D67976F9ABF8A318743E88D5","A7BAB40D1E4E1348E95458BA2E6252562B360D38"
"Shrek - Smash n' Crash Racing (Europe) (En,Fr,De,Es,It).gba","A45857C4","B7BD37B2B39B8AAAD6F297423DB2D2A2","6ECF2663C30491FA99CCEA3E202D1FF5D0D498C8"
"Shrek - Super Slam (USA).gba","E2EC9EED","5578B19468EA4F4281E9D299D67777D8","39FE7E57E34FBCB65C3D7FD68CE0F09763571718"
"Shrek - Super Slam (Europe) (En,Fr,De,Es,It,Nl).gba","DF73101E","EC43565BFFB4D418164B85E007DE7E17","40AB4F4A252963677C39EAC7F5363897696676D1"
"Shrek - Swamp Kart Speedway (USA, Europe) (En,Fr,De,Es,It,Nl).gba","91483D87","BE807A4D9DFE2F283760CEE1ECD28A5B","E4897B897EAC0D852789D5FCA2CC587FAEC04B6E"
"Shrek 2 (USA, Europe).gba","52FF42D4","9EF8E30824DB751F3D42E048514A3624","D3C3201F4A401B337009E667F5B001D5E12ECE83"
"Shrek 2 (Europe) (Fr,De,Es,It,Sv).gba","AC1D8C97","2E9B5EC5BB6BE065D2F52AF20BF8ACA3","1F28AB954789F3946E851D5A132CDA4EDB9B74DD"
"Shrek 2 - Beg for Mercy (USA, Europe).gba","F1861610","C8A0CE6010243C1B4A05458344C9FC31","C5873294BB79B9252DA82B02CC53EE7E8F4E663C"
"Shrek 2 - Beg for Mercy (Europe) (Fr,De,Es,It).gba","B6E091CE","B81B9913A787699CF76B0B4807518956","E0699FEA7E3BC400675DBBEE6AAF961C55B8B083"
"Shrek the Third (USA).gba","D7D1DA8D","968C5DAA71E6B41C71143852B27AE0B5","7B87C84C746BE668E89CE94500A3F22DBC206E55"
"Shrek the Third (Europe) (En,Fr,De,Es,It,Nl).gba","DA1EE1E5","62A40EA4F49B7DFD192696732306FBA9","172100399F6F9F3367C251C2C9302073AE57F1C7"
"Sigma Star Saga (USA, Europe).gba","A8B80A7C","29B048B4B36B3FDA168850003F2EE844","132222E0C0DDACB6281CC2EB4489ED6C8719DAC2"
"Silent Scope (USA) (En,Fr,De,Es,It).gba","C5CE1B2C","164E42954FE047552701FF62836642AE","22D8D57AC4B274933ADB492FEE2B32BBC7B6E9BB"
"Silent Scope (Japan).gba","8AB024E0","E953331481A9D72101DB59ED98DCF57A","7C8362369188E41DF4C4E1F737D95906947C09C2"
"Silent Scope (Europe) (En,Fr,De,Es,It).gba","F03728F3","6116D8CCA2087FDAACBF6F4390C21FFD","53A2F56D21FD7C7ECDD021C26C5D4A768002AB30"
"Silk to Cotton (Japan).gba","515E2127","88A5225F93074C0445EC912523DA4538","4F8DDC1FA2C8B00355AD9F09F1BC994A7D5575C7"
"SimCity 2000 (Europe) (En,Fr,De,Es,It).gba","A74187D3","C37E6A339DCF314BB0C014B737C972D6","AD31CB6237A888B51585CCD58077B5F8317CE192"
"SimCity 2000 (USA).gba","733751B3","139B7E51D2F49DFFEEDE13E464BAFEEA","8999C32301EF811DA086E9599D7E7D6CF1533A70"
"SimCity 2000 (Europe) (En,Fr,De,Es,It) (Rev 1).gba","95C79648","19DFC661C5A3563E001AAAEC36B33B90","C5EBA83DB30B6B9AA2B770070F729D8D194A55B9"
"Simple 2960 Tomodachi Series Vol. 1 - The Table Game Collection - Mahjong, Shougi, Hanafuda, Reversi (Japan).gba","8B72BA3C","5EAC207F6584CFE026E2094C82AFCF8C","D72780A63B98DEE8EAB14B71896D21237BA44DF4"
"Simple 2960 Tomodachi Series Vol. 2 - The Block Kuzushi (Japan).gba","E731FD45","147EA6FE88F1E2BB50B51E19F5F54CB9","6435A2492072864FED7C43FF4792328F981C036F"
"Simple 2960 Tomodachi Series Vol. 2 - The Block Kuzushi (Japan) (Rev 1).gba","180901E3","6834BA555490BE1DEDAE5B13F9BE238D","442DF022B9F4FA748F6AC471B222ECDF3448C667"
"Simple 2960 Tomodachi Series Vol. 3 - The Itsudemo Puzzle - Massugu Soroete Straws (Japan).gba","49B92627","D9A3D6AE2EC335FE8CF8008539AC14E7","4454F88BFB6F04C5A3F231C8983FC22BCC61FDE2"
"Simple 2960 Tomodachi Series Vol. 4 - The Trump - Minna de Asoberu 12 Shurui no Trump Game (Japan).gba","A6FC701F","57D3AC8D32B263592B600DC69939B973","E487E3DB4498C27DD37D601AD973EC9D1BDE5677"
"Simple 2960 Tomodachi Series Vol. 4 - The Trump - Minna de Asoberu 12 Shurui no Trump Game (Japan) (Rev 1).gba","07C2D7ED","CA3500BEDD93475C210D4DD16A968D08","4881CEFC73D6B5D8DAF7079C1B93CB261533E4C4"
"Simple Sample by Nintendo (Unknown) (Sample).gba","72E4B758","6CD9544CDD9F2973200DE252D1F81C88","370928C279FAB22BFE5EEF32677E58916EC0861B"
"Simpsons, The - Road Rage (USA, Europe).gba","409E8252","8F0FDAEDA361783EE74ABD980B418388","46347F021F0829EF70A4F52A9B8836D444F9551A"
"Simpsons, The - Road Rage (Europe) (En,Fr,De,Es,It).gba","44548B33","D3A5A53A283DE179F8B65B0B5B90D413","7DE6CBC559AF86DD3C39A80EF89FD4CABE6C0044"
"Sims 2, The (USA, Europe) (En,Fr,De,Es,It,Nl).gba","8B1BC7DF","51455002B0DAA27DE8EAA5D9AD1AFD6F","702A109BD60D2E288814968D49CAACDFD14AE2C6"
"Sims 2, The - Pets (USA, Europe).gba","EC1F4029","1D1BB23346B8A9592316A63647C70D76","2E95EFA31441F7EFFAF4DD5F9DB97143CA53232D"
"Sims 2, The - Pets (Europe) (En,Fr,De,Es,It,Nl).gba","87F8599C","58180E01EAE5278B9A8DC355D80D21CD","C708FB879BD42407F06441258FF5FE4CF733FB68"
"Sims, The (Japan).gba","89956199","2B05EF0AF7A48729A665A86573AE70B4","227857E4AE380668CBC467F5A7A30C6A3A77A180"
"Sims, The - Bustin' Out (USA, Europe) (En,Fr,De,Es,It,Nl).gba","ABAF519C","E429CE307FE06DBCD7724552FF0339D7","FB5662172FADEBF4577F6F6F163741FC041C11E6"
"Sims, The - Bustin' Out (USA) (En,Fr,De,Es,It,Nl) (Rev 1).gba","D1183501","EB73BDF597637BED97885296A68250DF","7038FA0E4CB8AEAC9E48A0B45574DB66CBA39E73"
"Sister Princess - RePure (Japan).gba","6845C671","9D4AF1CE1B242538B52BDFDF30B5B257","957DD040F00167D82A497D62AC23984F1DE00450"
"Sitting Ducks (Europe) (En,Fr,De,Es,It,Nl).gba","B92A8A88","478DEBC8B8AC10F23A67196180DA8050","0A329C22BBD92E05DA5496CDFE0837913EDDBDFB"
"Sitting Ducks (USA) (En,Fr,De,Es,It,Nl).gba","8BC90ADB","747B6E33299DEED3E9FE71C4352F5966","30B888A0AF86EB0313BE8F34E00C912C569BF51D"
"SK8 - Tony Hawk's Pro Skater 2 (Japan).gba","91F93500","E43C13764AF931EC97E828EB15E2BC04","1B90FB68A7FB15B5EFA6BED5080639229C77977A"
"Sky Dancers - They Magically Fly! (USA).gba","CADD57DD","FEDF94E93A79D35F70EA85A78FDEE5AA","A757F4A0586081C1058F7E82BBBB5CEDE2819036"
"Sky Dancers - They Magically Fly! (Europe) (En,Fr,De,Es,It).gba","3AF1063B","3841DE81F12BB38566934A3657F09372","DF749AC7E33A1C7EDE3FAADB6648A8E53FA77048"
"Slime Morimori Dragon Quest - Shougeki no Shippo Dan (Japan).gba","1194D33B","3608B6CA5D044759903C08C8206F8EE4","2AED7C064911CD726CBFCCF0131DA69CAA27F48F"
"Slot! Pro 2 Advance - GoGo Juggler & New Tairyou (Japan).gba","4DA0B936","4F903FB4F60F42E8F12CF77475543738","B3677ED0C4DDC146897A449C03DF996E8FC0DF3C"
"Slot! Pro Advance - Takarabune & Ooedo Sakurafubuki 2 (Japan).gba","D9A8D01F","8893DCD52C5E4C3A7B8991A4CA7FB73E","47440FA1DC5525595A1D95BDE4CCDD5755365138"
"Smashing Drive (USA).gba","2390ACA6","5E2E52C6BC979AA50EFB59D9386FAF08","BB47246DC6882037DAA778FCDFDAF34E8715E7FB"
"Smashing Drive (Europe) (En,Fr,De,Es,It).gba","1034D672","A0A932C70A245ED923125D7E62B10F01","EF2657C476294983430E8E8A6C119C847133C932"
"Smuggler's Run (USA).gba","1A6AEA5E","E639EF65C3638C0B5927A4D3FC947E3D","A14EFB987BFCF3F547DB2650CD2CC6DCA3ADCF73"
"Smuggler's Run (Europe) (En,Fr,De,Es,It).gba","3AE0AFC8","3FDA0C02E17C83B4B71487B13780816C","E87067719DA93F0D7C8136CDF5717612A6C15034"
"Smurfs, The - The Revenge of the Smurfs (Europe) (En,Fr,De,Es,It,Nl).gba","516CE770","3F9EA1E569FC4405974537224BD522CB","846996F49910121B1DD2915C3BF203A767C6408A"
"Snap Kid's (Japan).gba","41E35C6A","A9C50293AC1C9C2FC59308F0EC1BA892","3E1D536762344D46E6948CC4D9C18B00D5284164"
"Snood (USA).gba","F1F1F148","66F4A5A101822A779FDFECF366E73C96","2C09548AE924AC0C1A3E15412D9A7AAE7707A753"
"Snood (Europe) (En,Fr,De,Es,It).gba","32BD1486","A9572991316AC2E105ABFEC80AAEB02E","722998B2DBDE669CACF8071E3A466E2C0CB9BAFB"
"Snood 2 - On Vacation (Europe) (En,Fr,De,Es,It).gba","6470252F","1205D76449958F1D204F380499C7CFFF","603E5DB33FF80F953211276CAB729D82077ACE72"
"Snood 2 - On Vacation (USA).gba","D8E05727","1D15CD3454A3566DC51D9321563D8C12","29E86415F5B3DA0171F4DAC895005FBCDD373447"
"Soccer Kid (USA, Europe).gba","D3485F5A","DEDC14EAC17A4BB6E043F09D5B793F99","4E7DC4D47EF064131990FE3EBB340EDEAED321EF"
"Sonic Advance (Japan) (En,Ja).gba","5F512223","B62F11B1D014D5C5C2DD703676CB443D","8DAB4C2D38BD13ED88F98A9210CD0CB4FF11520C"
"Sonic Advance (USA) (En,Ja).gba","63F70FD8","49ECC8EF1988E7AE81FBDA1B4CF71EED","D842AFA7DD1E84DE08ADDB94A51506F1BCAFD551"
"Sonic Advance (Europe) (En,Ja,Fr,De,Es).gba","6232839B","93A2F28339858E955E4F17060E038BCD","EB00F101AF23D728075AC2117E27ECD8A4B4C3E9"
"Sonic Advance (Japan) (En,Ja) (Rev 1).gba","85957A24","9E02F1C9F26F40905D43188B2BD2D98E","F43FACA5D8DF354A63471AEBFEA3BE125E797E51"
"Sonic Advance 2 (Japan) (En,Ja,Fr,De,Es,It).gba","513804FF","A219B3042EB65899BAAFA5143C53560C","DFFD0188FC78154B42B401398A224AE0713EDF23"
"Sonic Advance 2 (USA) (En,Ja,Fr,De,Es,It).gba","7EFEE7F7","3FB865C5F142A8FC1F82105BFC6B8935","7BCD6A07AF7C894746FA28073FE0C0E34408022D"
"Sonic Advance 2 (Europe) (En,Ja,Fr,De,Es,It).gba","89509891","6664B43C51935EA8F06F5B37CE83FECA","B0F64BDCA097F2DE8F05AC4C8CAEA2B80C5FAEB1"
"Sonic Advance 3 (USA) (En,Ja,Fr,De,Es,It).gba","49DDA5E6","E0533FAF6AA36E3111669574F1C5DF92","30DB467EFFA5014806D42DB57E2299398A51355B"
"Sonic Advance 3 (Japan) (En,Ja,Fr,De,Es,It).gba","4375F1D6","A2BD14F0B57836FE7288E03A6FC154FA","BF8A4A7DB9B5F45DD4FFEBCE67585D6556055ED4"
"Sonic Advance 3 (Europe) (En,Ja,Fr,De,Es,It).gba","5BF83456","E6B78109C11D82F621DB846DA70BC30A","685AF3A2DC0F1B3F8922E73EC42C1DC92E210E39"
"Sonic Advance 3 (Europe) (En,Ja,Fr,De,Es,It) (Beta).gba","4C93DAC6","EDD737AA42CBC7FA7D8B86C249F06CA1","DCDD05854B47C52A74FF13F8D50CB1C7F612E376"
"Sonic Battle (Japan) (En,Ja).gba","7305AC30","1C694783ACDFD013BDD980A4D8F8F546","EC68166A437895953BBBCE256EBEFAEBB77C0156"
"Sonic Battle (USA) (En,Ja,Fr,De,Es,It).gba","9EC9D86F","100579EF01225C620560F88E65CA423A","8CF4FBBE73F6B1907AB9997CAAB4C4E7D9708937"
"Sonic Battle (Europe) (En,Ja,Fr,De,Es,It).gba","D0F65125","7194F25DA6BE4548F7E0C80F73E3F628","29F19B564020BD4667C33827B39ADAE7ADE74679"
"Sonic Pinball Party (USA) (En,Ja,Fr,De,Es,It).gba","08794743","DE40B1738A7C670CA28DDF44BB908DF6","92B5C19CB4DEE8FDFC15A8ABDC699822D5373042"
"Sonic Pinball Party (Japan) (En,Ja,Fr,De,Es,It).gba","43B5F167","0C8060D8231B01FB2B6670A5E059122D","B458F8C15178025960974FC520A9B28E8A7C25EE"
"Sonic Pinball Party (Europe) (En,Ja,Fr,De,Es,It).gba","4435917E","95CE5443198044F4546A42D9D67BE0E2","153CBDF30D133F92FA811A212B3D8BF6857FD29C"
"Sonic The Hedgehog - Genesis (USA).gba","027BC70D","8105A6012737AAC2907B27E4A05AD794","31B9DEE3B9289A32218F0E39667A6C2504E3F3D0"
"Sound of Thunder, A (Europe) (En,Fr,De,Es,It).gba","CF404AEE","4A0E450C74E3E07F261A9A8F5624B788","DE11AB261FDE7548DB244206DD712E50AC486B7B"
"Sound of Thunder, A (USA) (En,Fr,De,Es,It).gba","72894E1B","26B44C6F29E95B1AAE1B79F37725D959","6EEB95555C432E2A28E29438711F2FDEE4D9CF7F"
"Space Channel 5 - Ulala's Cosmic Attack (USA).gba","0666F37A","B50707AD72A97B131F4D620483287F95","B5401223641A45DD7CCDE5504D517ED765D34484"
"Space Channel 5 - Ulala's Cosmic Attack (Europe).gba","0F105694","B8CAEB3B81D7D5EB7B6924D5C37DF19E","876CB25DF118B29E37006BD3894ABFC79F229B82"
"Space Hexcite - Maetel Legend EX (Japan).gba","BD4E6008","39564BB823B7286AD977D6428A020E5F","7154E2F38137CE6F51FFFF4F1E25C94AABD1FBF5"
"Space Invaders (USA, Europe).gba","5EA3F3B5","2AE83E668D4098F60A686962AE8EA71A","DBB39EADEF98A3F8C7DE0DE889B2932DBE293283"
"Space Invaders (France).gba","59372656","581120B8E9BBE9B3409FF219EE3D1B78","899D6760C40B52351B7EFE7A155304AAFE2A77F7"
"Space Invaders EX (Japan) (En).gba","297B9854","59FACFA52DC4730F506A3FE41466F657","AE8CACE77BACCDB8F25C9B44EA3CF64D881B91A8"
"Speedball 2 - Brutal Deluxe (Europe) (En,Fr,De,Es,It).gba","051F3D0D","EF51D33FD8473D11C3B8083937E6CDF5","82113A8EA6E70AB347DC2778B0FE98AB9E142E55"
"Spider-Man (USA, Europe).gba","406265B8","6EA428EABF05D2C51ED21B5608C5DB21","C81EFC39DE8349D63AD30E72BBF3B049F37E542A"
"Spider-Man (France).gba","832EA2B1","46E6CC0BEEBB0DF7077540866AB98BF3","4F59528790E57CC469925AC933FB0F758BBE4D67"
"Spider-Man (Germany).gba","E9D9B35F","7452F7A8E88435A3C4010262A78037E6","DA1B9D0C430A1967DE37798F245FFC9EF1F05E47"
"Spider-Man - Battle for New York (USA).gba","6310BA16","833C3FAC4BA420D0A3E4ADE9184E2BF0","66561B33AF0F427B74950ED0AB33AFD0EC68957E"
"Spider-Man - Battle for New York (Europe) (En,Fr,De,Es,It).gba","AD2C404C","02A1D4F4EFD3553D9A890CAD60AD62C4","FF31B61ECAE695B7E67E39A9FB46999D3CFD4632"
"Spider-Man - Mysterio no Kyoui (Japan).gba","F8125C4B","E2026EACC69F10684DD4D370C4ABEDEC","4E7504A3692A56819398D1C79A9A0FFB84507864"
"Spider-Man - Mysterio's Menace (USA, Europe).gba","6E135B4D","FBDA16CBC7E3F81AA5B90DA955D3E114","EF80933054D6BE9532D5D35BEE6F715438301755"
"Spider-Man 2 (USA, Europe).gba","0145F3F4","7914EA9BED5D6936CEC9B1C240247BDA","BB4A913F73139754DDA95EB6B63D3B07501DA970"
"Spider-Man 2 (Europe) (En,Fr,De,Es).gba","821838BC","22695F0E188ADEBAA5F7B865C9719DAA","042CBC4C7F720A4B0C9A2CB3E77B2339DB346A1E"
"Spider-Man 2 (Italy).gba","66340F23","DDD7EA535FBD95D05686186A4B15AEF6","FE8CEA2389676D965051368AABD6CC614FFABD28"
"Spider-Man 3 (Germany).gba","FDA3C9DD","98F96E81826945FAD686B08FE7D10E0C","F67AF0A5C0A37C48F808DD74EEE6E95724A9A5D7"
"Spider-Man 3 (USA).gba","AD0228A1","7D2C4F995B82825AA63FE224733D769B","F3F7F759D345EED0F5FAEE3488B86916C6AE1EFE"
"Spider-Man 3 (Europe).gba","6BE8D68C","228FCA59CBDCFF493F207271411E15A5","1645FAF08ABE193CE910BBF6A6AF5EDE3DCECA62"
"Spider-Man 3 (Spain).gba","E6251FD3","8557791A1F72183A1AB451DF4AD032B9","2A8E6A5E71BD670ED7803CCD9FFCF7F9897CB4C5"
"Spider-Man 3 (Italy).gba","E8FB4B9A","337B64F47229B4284DF404A69E9D17AE","9BB721ED726F6CD523C064BCE4A863BA096B2980"
"Spider-Man 3 (France).gba","450D1D48","7C970129793C2987574CBBA45E12871B","12720C39F1DD44837CCDE15F5B347977879A63A8"
"Spirit - Der Wilde Mustang - Auf der Suche nach Homeland (Germany).gba","4785EEE0","9A2CB830688554BE22077F7337A0B614","CE8F271E143456616A9649FEE7D47EF1602EE497"
"Spirit - Der Wilde Mustang - Auf der Suche nach Homeland (Germany) (Beta).gba","CAAAEFB6","AC7714CEEAB8964EA40CFAC5C52AFD5F","53C4BB950D9B92918F26AEB7B0105604D0263BA1"
"Spirit - L'Etalon des Plaines - A la Recherche de la Terre Natale (France).gba","C8C76255","DE5D47CD1D1632127C6D1FA8CF90C849","0AA4FEDC71F168F19E3263E7C0347A6CA81B80D0"
"Spirit - Stallion of the Cimarron - Search for Homeland (USA).gba","9A457633","9B5B46FF73E5746F753747B79D2AFD66","220791A2A4DB7D45FC6FB0BD259CF7A8D24E3A6D"
"Spirit - Stallion of the Cimarron - Search for Homeland (Europe).gba","AEE21783","B77BAC65FFE2931764ADBAEC3A8CD995","9158B8A2998C6BB78DF8904C2E230B51F82C9531"
"Spirits & Spells (USA).gba","2FA6DB95","DCE828E687F05511C1AD70E936B5EF25","5B4764AF4F7D0DF24ADF0DF0AE486F33BD905DC7"
"SpongeBob and Friends - Attack of the Toybots (Europe) (En,De).gba","F0B0F53C","A7511D8A3982F175ADF8EF683B96B24B","7D698125B0441638953A0E10057B6B29F779CB61"
"SpongeBob SquarePants - Battle for Bikini Bottom (USA).gba","235628C3","3992A0D8089401553CE3478BD9863AAC","DB3A7B838149765A28E939BA162F72202D302B40"
"SpongeBob SquarePants - Battle for Bikini Bottom (Europe) (En,Fr,De).gba","DE4A85C0","E84DE432672187D3D0B8F4D4D654013B","FD66FA65ED2351C4493D4C3E32768FAD9701E822"
"SpongeBob SquarePants - Creature from the Krusty Krab (USA).gba","51CE91D6","45E6E3088C5C9006175AAF045E8795E8","1EC8B5D234ECDC8FA61A5850A76D1D407DAC3333"
"SpongeBob SquarePants - Creature from the Krusty Krab (Europe) (En,Fr,De,Es,It,Nl,Sv,Da).gba","7580FBD6","7F22C443EC71A696D84AE46A9FE61980","A2543C78C3D97D08A50646A2646B1B171FACCCB9"
"SpongeBob SquarePants - Lights, Camera, Pants! (USA).gba","23297579","9A5A6C940BBF141D8C2838CF7C818080","4C3C7AE6D1BF3D46BAB640911AA2BB9094CC31F2"
"SpongeBob SquarePants - Lights, Camera, Pants! (Europe) (En,Fr,De,Es,It,Nl,Sv).gba","C189013D","24A24025A5E3B15512D4B5858B07C662","09D945ACC251000C49539A3F18B21E48520EC8AD"
"SpongeBob SquarePants - Revenge of the Flying Dutchman (USA, Europe).gba","30D6C979","0BE6C13AF62A0F75651BB2ACBC397A56","F5E28F897EDB62019ADDCF3635AB89DF032186A0"
"SpongeBob SquarePants - Revenge of the Flying Dutchman (USA) (Beta).gba","4F21757D","F3F8DE4D9497FDE3BE0A950A10BB2F5B","7D59035ECD7F7DB78368DE499667B79FF4899237"
"SpongeBob SquarePants - SuperSponge (USA, Europe).gba","98AD67E6","C2BFA5C822F33EAED02AD2F94A0414B4","B67CAAB6316A8478129F43672572277F411F211D"
"SpongeBob SquarePants and Friends - Battle for Volcano Island (Europe) (En,Fr,De,Es,It,Nl).gba","033229A7","22AB0C3096981C511A4698E16D8E067B","7BD6DE4D9F93DD531A7B4ACF9BE14D38CC73BC85"
"SpongeBob SquarePants and Friends in Freeze Frame Frenzy (Europe) (En,Fr,De,Es,Nl).gba","FC339FC7","A27DB836275AA6F0BA559C6FCFBCDE0B","68E3393496E93704A9484E544AEC87CDB81ACB04"
"SpongeBob SquarePants and Friends Unite! (Europe) (En,Fr,De,Es,It).gba","611CC620","B8A651F0FC9080BF42044C93A746B5E7","0B597CE175F42E8FABB64FC278BDA50C4357EDFA"
"SpongeBob SquarePants Movie, The (USA) (Beta 2).gba","E1068687","17DD0E3E76207E30614768482078CC3F","3E7A5A0F62A7319D0EBF3D302377B08F3F4CDD8E"
"SpongeBob SquarePants Movie, The (Europe) (En,Fr,De,Es,It,Nl).gba","5D9D52DE","8EA169D37C038EA5F0CF9A1FB39554B7","08161F0F5CA8884A94E73A526AFD5A35A5DA93DE"
"SpongeBob SquarePants Movie, The (USA) (Beta 1).gba","DF3D16A1","EFFA1B8AE6A342DC47F1AD1228C78965","68C7BE5BE01DB6D428A4FE7C5B54EC58F6F793E4"
"SpongeBob SquarePants Movie, The (USA).gba","3622DA11","8D76FF1A5411FBD8BA0010DBCD0E5AA2","4509E7C3F2EA17D98A3CD3974D9C936713B45F67"
"SpongeBob's Atlantis SquarePantis (USA).gba","190B1653","6CF0014CF59609E976D4A82B01DB90BE","24596F49FB46CF5E3624450F599DF670ACC72967"
"Sports Illustrated for Kids - Baseball (USA).gba","616088DF","FC40BAFF09563B7E1187BCB987BB541A","A262D54F5F9FC35E7CE410B834F3BCD2AA163F10"
"Sports Illustrated for Kids - Football (USA).gba","9972779D","F3485ED77AFC6FC2ACB2DA935CA4D6B4","6EC5D8929961CA01BBE10208025C72A15DBBEDAB"
"Sportsman's Pack (USA).gba","2E725460","C00051B2FF50552C66B31EBE3296031C","90F0D361AA0282968E2E1320F9E6200CC3D843D3"
"Spy Hunter (USA) (En,Ja,Fr,De,Es).gba","B04892C9","5A6F98EBCA34B1D19870481DBE3E3089","0CD7527B1AC7E23F14C1EEA8B7C58D800D859B38"
"Spy Hunter (Europe) (En,Ja,Fr,De,Es).gba","4F196612","95A6ED2862986666933B0AD73291C5DA","40AFC8143490745D8724EE1436ACF0601F178D3F"
"Spy Kids 3-D - Game Over (USA).gba","96128B31","087A7620A5C7B7F69E09FD3B97A68C2F","5E722DEDDBAC98A9206278C914A16CF9CCAB7AE4"
"Spy Kids 3-D - Game Over (Europe).gba","A93601F5","8C2A7E2605A29F88349E9A91FB773557","37DCE24E68A0BAAC5705FB370C05EBD3784E71FB"
"Spy Kids Challenger (USA).gba","E8227E41","387089984F98893405B805068FEC89BD","3F208388A94E14B34B95155FDB488128283D2DA3"
"Spy Muppets - License to Croak (USA) (En,Fr,De,Es,It,Nl).gba","848F9D42","905067B56274608B4BE2E805491B624D","C6971A3E9282DF988B24E9AF4AC0D42A9B59D0C6"
